org_name,org_website,org_type,source_link,source_type,access_status,opportunity_types_offered,geographic_focus,mediums_supported,estimated_opp_count,priority,notes,date_extracted
John Bauer’s Ceramic Innovation,http://johnbauerart.com,Residency program,https://resartis.org/listings/,A,open,residencies,South-Africa,Ceramics,unknown,,listing_url=https://resartis.org/listings/the-john-bauer-pottery-studio-and-bnb/,2026-01-19 00:00:00
Carss Park artist in residence,https://www.georgesriver.nsw.gov.au/Community/Art-and-Culture/Hurstville-Museum-Gallery/Artist-in-Residence,Residency program,https://resartis.org/listings/,A,open,residencies,Australia,"Visual Art, Sculpture, Ceramics, Dance, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Photography, Glass",unknown,,listing_url=https://resartis.org/listings/the-georges-river-artist-in-residence/,2026-01-19 00:00:00
The Farm Margaret River,http://www.thefarmmargaretriver.com.au,Residency program,https://resartis.org/listings/,A,open,residencies,Australia,"Visual Art, Sculpture, Ceramics, Dance, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Architecture, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/the-farm-margaret-river/,2026-01-19 00:00:00
FJ’s Artist Residency,https://www.thefproject.org.au/artist-residence,Residency program,https://resartis.org/listings/,A,open,residencies,Australia,"Visual Art, Sculpture, Printmaking, Textile Art, Music, Literature, New Media, Curatorial",unknown,,listing_url=https://resartis.org/listings/the-f-project-artist-in-residence/,2026-01-19 00:00:00
The Herdsman House in Neubergthal,http://herdsmanhouse.com,Residency program,https://resartis.org/listings/,A,open,residencies,Canada,"Visual Art, Theatre, Performing Arts, Textile Art, Music, Literature, Film-making, Architecture, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/the-herdsman-house-in-neubergthal/,2026-01-19 00:00:00
The Local AIR Valencia,https://thelocalairvalencia.weebly.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/the-local-aair-valencia-2/,2026-01-19 00:00:00
"Individual Residency Programme, Group Residency Programmes",https://tracy.mackenna.studio/the-museum-of-loss-and-renewal-residencies/,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Music, New Media, Film-making, Architecture, Curatorial, Education Programmes",unknown,,listing_url=https://resartis.org/listings/the-museum-of-loss-and-renewal/,2026-01-19 00:00:00
The Narrows Artist Residency,http://www.thenarrowsbc.com,Residency program,https://resartis.org/listings/,A,open,residencies,Canada,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/the-narrows-art-retreat/,2026-01-19 00:00:00
Åland Archipelago Guest Artist Residence,http://www.kokarkultur.wordpress.com,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,"Visual Art, Sculpture, Ceramics, Dance, Performing Arts, Textile Art, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/the-o%c2%80land-archipelago-guestartist-residence-_nd-ko_karkultur-r-f/,2026-01-19 00:00:00
The Old Girls School,https://theoldgirlsschool.com/,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Printmaking, Textile Art, Music, Literature, Photography",unknown,,listing_url=https://resartis.org/listings/the-old-girls-school/,2026-01-19 00:00:00
THE OLD SCHOOL ART RESIDENCY,http://oldschoolresidence.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Bulgaria,"Visual Art, Sculpture, Performing Arts, Music",unknown,,listing_url=https://resartis.org/listings/the-old-school-residency/,2026-01-19 00:00:00
The Ou-Telier,https://www.theougallery.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Canada,"Printmaking, Literature, New Media, Animations, Film-making, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/the-ou-gallery/,2026-01-19 00:00:00
Create art on the beautiful island of Skopelos.,http://www.skopartfoundation.org,Residency program,https://resartis.org/listings/,A,open,residencies,Greece,"Visual Art, Sculpture, Ceramics, Printmaking, Textile Art",unknown,,listing_url=https://resartis.org/listings/the-skopelos-foundation-for-the-arts/,2026-01-19 00:00:00
The Pickers Hut @ Glaziers Bay,http://www.mattcalvert.com.au,Residency program,https://resartis.org/listings/,A,open,residencies,Australia,"Visual Art, Sculpture, Ceramics, Dance, Textile Art, Music, Literature, Photography",unknown,,listing_url=https://resartis.org/listings/the-pickersea-hut-glaziers-bay/,2026-01-19 00:00:00
Filmmakers Residency,https://www.twomfilm.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Vietnam,"Visual Art, New Media, Film-making",unknown,,listing_url=https://resartis.org/listings/the-weight-of-mountains/,2026-01-19 00:00:00
Wassaic Project,https://www.wassaicproject.org/,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Film-making, Curatorial",unknown,,listing_url=https://resartis.org/listings/the-wassaic-artist-residency/,2026-01-19 00:00:00
Core Residency,http://yefenof.com/,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Theatre, Music, Literature, Architecture, Photography",unknown,,listing_url=https://resartis.org/listings/the-yefe-nof-residency/,2026-01-19 00:00:00
Titanik A.i.R.,http://www.titanik.fi/residency,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,"Visual Art, Music",unknown,,listing_url=https://resartis.org/listings/titanik-a-i-r/,2026-01-19 00:00:00
Creative Samoa,http://www.creativesamoa.com,Residency program,https://resartis.org/listings/,A,open,residencies,Samoa,"Visual Art, Sculpture, Ceramics, Printmaking, Textile Art, Film-making, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/tiapapata-art-centre-inc/,2026-01-19 00:00:00
StudioWorks Artist-in-Residency Program,http://www.tidesinstitute.org,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Ceramics, Printmaking, Textile Art, New Media",unknown,,listing_url=https://resartis.org/listings/tides-institute-museum-of-art-studioworks-artist-in-residency-program/,2026-01-19 00:00:00
Sten Malmquist Grant,http://www.tomelilla.se/uppleva-gora/konsthall/,Residency program,https://resartis.org/listings/,A,open,residencies,Sweden,"Visual Art, Sculpture, Ceramics, Performing Arts, Textile Art, Film-making, Architecture",unknown,,listing_url=https://resartis.org/listings/tomelilla-konsthall/,2026-01-19 00:00:00
Tokyo Arts and Space Residency (TOKAS Residency),http://www.tokyoartsandspace.jp,Residency program,https://resartis.org/listings/,A,open,residencies,Japan,"Visual Art, Sculpture, New Media, Film-making, Architecture, Curatorial",unknown,,listing_url=https://resartis.org/listings/tokyo-arts-and-space/,2026-01-19 00:00:00
Ilona Schneider – TopSpace StudioGallery,http://topspacestudio.com,Residency program,https://resartis.org/listings/,A,open,residencies,Afghanistan,Not specified,unknown,,listing_url=https://resartis.org/listings/topspace-studio/,2026-01-19 00:00:00
trenarren HOUSE artist residencies,https://docs.google.com/forms/d/e/1FAIpQLScG4lmU573q-JWvhKUTbqoX-fAViOfOPvkbnHoHN2SheytuOQ/viewform?usp=header,Residency program,https://resartis.org/listings/,A,open,residencies,United-Kingdom,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Music, Literature, New Media, Film-making, Architecture, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/trenarren-house/,2026-01-19 00:00:00
Traductores del Viento-Artists Residency,https://traductoresdelviento.org/en/,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Dance, Theatre, Printmaking, Performing Arts, Music, Literature, Film-making, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/traductores-del-viento-center-for-arts-and-thought/,2026-01-19 00:00:00
Artist Residency at Edgewood Farm,http://www.castlehill.org,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Ceramics, Printmaking, Textile Art, Photography",unknown,,listing_url=https://resartis.org/listings/truro-center-for-the-arts-at-castle-hill/,2026-01-19 00:00:00
TwoCentsPress Printmaking Arts in Tuscany,http://www.twocentspress.com,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Printmaking",unknown,,listing_url=https://resartis.org/listings/twocentspress-printmaking-arts-in-tuscany/,2026-01-19 00:00:00
Tres Salas,https://tressalas.ar,Residency program,https://resartis.org/listings/,A,open,residencies,Argentina,"Visual Art, Dance, Performing Arts, Textile Art, Literature, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/tres-salas/,2026-01-19 00:00:00
Tribu de Trueno,http://www.tribudetrueno.com,Residency program,https://resartis.org/listings/,A,open,residencies,Argentina,"Visual Art, Sculpture, Ceramics, Printmaking, Performing Arts, Textile Art, Music, New Media, Film-making, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/tribu-de-trueno/,2026-01-19 00:00:00
"U-jazdowski Residencies, Ujazdowski Castle Centre for Contemporary Art",http://u-jazdowski.pl/en/programme/residencies,Residency program,https://resartis.org/listings/,A,open,residencies,Poland,"Visual Art, Sculpture, Dance, Performing Arts, Textile Art, Music",unknown,,listing_url=https://resartis.org/listings/u-jazdowski-residencies-ujazdowski-castle-centre-for-contemporary-art/,2026-01-19 00:00:00
Uberbau_house,https://www.uberbau-house.org/site/,Residency program,https://resartis.org/listings/,A,open,residencies,Brazil,"Visual Art, Performing Arts, New Media, Curatorial, Education Programmes",unknown,,listing_url=https://resartis.org/listings/uberbau_house/,2026-01-19 00:00:00
Ucross Foundation,http://www.ucrossfoundation.org,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/ucross-foundation/,2026-01-19 00:00:00
ufaFabrik Berlin International Cultural Centre,http://www.ufafabrik.de,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,Performing Arts,unknown,,listing_url=https://resartis.org/listings/ufafabrik-berlin-international-cultural-centre/,2026-01-19 00:00:00
Roman J. Witt Residency Program,https://stamps.umich.edu/about/visiting/witt-residency-application,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Ceramics, Printmaking, Performing Arts, Textile Art, New Media, Animations, Architecture, Photography, Other, Glass",unknown,,listing_url=https://resartis.org/listings/university-of-michigan/,2026-01-19 00:00:00
Union de los Rios,https://www.uniondelosrios.org/,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Sculpture, Ceramics, Dance, Textile Art, Music, Literature, Film-making, Architecture, Education Programmes, Other",unknown,,listing_url=https://resartis.org/listings/union-de-los-rios/,2026-01-19 00:00:00
Unga Dramaten International Writing Residency Programme,https://www.dramaten.se/unga-dramaten,Residency program,https://resartis.org/listings/,A,open,residencies,Sweden,"Theatre, Performing Arts",unknown,,listing_url=https://resartis.org/listings/unga-dramaten-the-royal-dramatic-theatre/,2026-01-19 00:00:00
UA International Art Residency,https://uncoolartist.com/residency/,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,Visual Art,unknown,,listing_url=https://resartis.org/listings/uncool-artist/,2026-01-19 00:00:00
UNIDEE residency programs,https://unidee.cittadellarte.it/,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Sculpture, Ceramics, Dance, Performing Arts, Textile Art, Music, Literature, Education Programmes",unknown,,listing_url=https://resartis.org/listings/unidee-university-of-ideas-at-cittadellarte-fondazione-pistoletto-onlus/,2026-01-19 00:00:00
The University of Victoria and Jeffrey Rubinoff Sculpture Park Artist / Scholar Residency,https://jrsp.uvic.ca/,Residency program,https://resartis.org/listings/,A,open,residencies,Canada,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Film-making, Architecture, Photography, Other",unknown,,listing_url=https://resartis.org/listings/university-of-victoria-jeffrey-rubinoff-sculpture-park/,2026-01-19 00:00:00
Teshima ShinAiKan AIR,https://usaginingen.com/en/shinaikan-project/,Residency program,https://resartis.org/listings/,A,open,residencies,Japan,"Visual Art, Performing Arts, Literature, Animations, Film-making, Education Programmes, Photography, Circus",unknown,,listing_url=https://resartis.org/listings/usaginingen/,2026-01-19 00:00:00
Unpack Studio Havana Art Residency,http://www.unpackstudio.ca/havana-art-residency/,Residency program,https://resartis.org/listings/,A,open,residencies,Cuba,"Visual Art, Sculpture, Dance, Performing Arts, Music, Literature, Film-making, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/unpack-studio-havana-art-residency/,2026-01-19 00:00:00
